date,close
2016-02-05,2763.49
2016-02-04,2781.02
2016-02-03,2739.25
2016-02-02,2749.57
2016-02-01,2688.85
2016-01-29,2737.6
2016-01-28,2655.66
2016-01-27,2735.56
2016-01-26,2749.79
2016-01-25,2938.51
2016-01-22,2916.56
2016-01-21,2880.48
2016-01-20,2976.69
2016-01-19,3007.74
2016-01-18,2913.84
2016-01-15,2900.97
2016-01-14,3007.65
2016-01-13,2949.6
2016-01-12,3022.86
2016-01-11,3016.7
2016-01-08,3186.41
2016-01-07,3125
2016-01-06,3361.84
2016-01-05,3287.71
2016-01-04,3296.26
2015-12-31,3539.18
2015-12-30,3572.88
2015-12-29,3563.74
2015-12-28,3533.78
2015-12-25,3627.91
2015-12-24,3612.49
2015-12-23,3636.09
2015-12-22,3651.77
2015-12-21,3642.47
2015-12-18,3578.96
2015-12-17,3580
2015-12-16,3516.19
2015-12-15,3510.35
2015-12-14,3520.67
2015-12-11,3434.58
2015-12-10,3455.5
2015-12-09,3472.44
2015-12-08,3470.07
2015-12-07,3536.93
2015-12-04,3524.99
2015-12-03,3584.82
2015-12-02,3536.91
2015-12-01,3456.31
2015-11-30,3445.4
2015-11-27,3436.3
2015-11-26,3635.55
2015-11-25,3647.93
2015-11-24,3616.11
2015-11-23,3610.31
2015-11-20,3630.5
2015-11-19,3617.06
2015-11-18,3568.47
2015-11-17,3604.8
2015-11-16,3606.96
2015-11-13,3580.84
2015-11-12,3632.9
2015-11-11,3650.25
2015-11-10,3640.49
2015-11-09,3646.88
2015-11-06,3590.03
2015-11-05,3522.82
2015-11-04,3459.64
2015-11-03,3316.7
2015-11-02,3325.08
2015-10-30,3382.56
2015-10-29,3387.32
2015-10-28,3375.2
2015-10-27,3434.34
2015-10-26,3429.58
2015-10-23,3412.43
2015-10-22,3368.74
2015-10-21,3320.68
2015-10-20,3425.33
2015-10-19,3386.7
2015-10-16,3391.35
2015-10-15,3338.07
2015-10-14,3262.44
2015-10-13,3293.23
2015-10-12,3287.66
2015-10-09,3183.15
2015-10-08,3143.36
2015-09-30,3052.78
2015-09-29,3038.14
2015-09-28,3100.76
2015-09-25,3092.35
2015-09-24,3142.69
2015-09-23,3115.89
2015-09-22,3185.62
2015-09-21,3156.54
2015-09-18,3097.92
2015-09-17,3086.06
2015-09-16,3152.26
2015-09-15,3005.17
2015-09-14,3114.8
2015-09-11,3200.23
2015-09-10,3197.89
2015-09-09,3243.09
2015-09-08,3170.45
2015-09-07,3080.42
2015-09-02,3160.17
2015-09-01,3166.62
2015-08-31,3205.99
2015-08-28,3232.35
2015-08-27,3083.59
2015-08-26,2927.29
2015-08-25,2964.97
2015-08-24,3209.91
2015-08-21,3507.74
2015-08-20,3664.29
2015-08-19,3794.11
2015-08-18,3748.16
2015-08-17,3993.67
2015-08-14,3965.33
2015-08-13,3954.56
2015-08-12,3886.32
2015-08-11,3927.91
2015-08-10,3928.42
2015-08-07,3744.2
2015-08-06,3661.54
2015-08-05,3694.57
2015-08-04,3756.54
2015-08-03,3622.91
2015-07-31,3663.73
2015-07-30,3705.77
2015-07-29,3789.17
2015-07-28,3663
2015-07-27,3725.56
2015-07-24,4070.91
2015-07-23,4123.92
2015-07-22,4026.05
2015-07-21,4017.67
2015-07-20,3992.11
2015-07-17,3957.35
2015-07-16,3823.18
2015-07-15,3805.7
2015-07-14,3924.49
2015-07-13,3970.39
2015-07-10,3877.8
2015-07-09,3709.33
2015-07-08,3507.19
2015-07-07,3727.12
2015-07-06,3775.91
2015-07-03,3686.92
2015-07-02,3912.77
2015-07-01,4053.7
2015-06-30,4277.22
2015-06-29,4053.03
2015-06-26,4192.87
2015-06-25,4527.78
2015-06-24,4690.15
2015-06-23,4576.49
2015-06-19,4478.36
2015-06-18,4785.36
2015-06-17,4967.9
2015-06-16,4887.43
2015-06-15,5062.993
2015-06-12,5166.35
2015-06-11,5121.593
2015-06-10,5106.036
2015-06-09,5113.534
2015-06-08,5131.881
2015-06-05,5023.096
2015-06-04,4947.102
2015-06-03,4909.978
2015-06-02,4910.527
2015-06-01,4828.738
2015-05-29,4611.744
2015-05-28,4620.266
2015-05-27,4941.714
2015-05-26,4910.897
2015-05-25,4813.798
2015-05-22,4657.596
2015-05-21,4529.422
2015-05-20,4446.288
2015-05-19,4417.552
2015-05-18,4283.491
2015-05-15,4308.691
2015-05-14,4378.311
2015-05-13,4375.76
2015-05-12,4401.219
2015-05-11,4333.584
2015-05-08,4205.917
2015-05-07,4112.214
2015-05-06,4229.266
2015-05-05,4298.706
2015-05-04,4480.464
2015-04-30,4441.655
2015-04-29,4476.62
2015-04-28,4476.215
2015-04-27,4527.396
2015-04-24,4393.686
2015-04-23,4414.508
2015-04-22,4398.494
2015-04-21,4293.623
2015-04-20,4217.077
2015-04-17,4287.296
2015-04-16,4194.823
2015-04-15,4084.163
2015-04-14,4135.565
2015-04-13,4121.715
2015-04-10,4034.31
2015-04-09,3957.534
2015-04-08,3994.811
2015-04-07,3961.378
2015-04-03,3863.929
2015-04-02,3825.784
2015-04-01,3810.294
2015-03-31,3747.899
2015-03-30,3786.568
2015-03-27,3691.096
2015-03-26,3682.095
2015-03-25,3660.727
2015-03-24,3691.41
2015-03-23,3687.728
2015-03-20,3617.318
2015-03-19,3582.271
2015-03-18,3577.301
2015-03-17,3502.847
2015-03-16,3449.305
2015-03-13,3372.911
2015-03-12,3349.323
2015-03-11,3290.9
2015-03-10,3286.068
2015-03-09,3302.408
2015-03-06,3241.187
2015-03-05,3248.476
2015-03-04,3279.533
2015-03-03,3263.052
2015-03-02,3336.285
2015-02-27,3310.303
2015-02-26,3298.359
2015-02-25,3228.843
2015-02-17,3246.906
2015-02-16,3222.363
2015-02-13,3203.827
2015-02-12,3173.416
2015-02-11,3157.704
2015-02-10,3141.593
2015-02-09,3095.124
2015-02-06,3075.907
2015-02-05,3136.531
2015-02-04,3174.126
2015-02-03,3204.907
2015-02-02,3128.3
2015-01-30,3210.363
2015-01-29,3262.305
2015-01-28,3305.738
2015-01-27,3352.96
2015-01-26,3383.182
2015-01-23,3351.764
2015-01-22,3343.344
2015-01-21,3323.611
2015-01-20,3173.052
2015-01-19,3116.351
2015-01-16,3376.495
2015-01-15,3336.455
2015-01-14,3222.437
2015-01-13,3235.301
2015-01-12,3229.316
2015-01-09,3285.412
2015-01-08,3293.456
2015-01-07,3373.954
2015-01-06,3351.446
2015-01-05,3350.519
2014-12-31,3234.677
2014-12-30,3165.815
2014-12-29,3168.016
2014-12-26,3157.603
2014-12-25,3072.536
2014-12-24,2972.532
2014-12-23,3032.612
2014-12-22,3127.445
2014-12-19,3108.596
2014-12-18,3057.521
2014-12-17,3061.02
2014-12-16,3021.518
2014-12-15,2953.421
2014-12-12,2938.173
2014-12-11,2925.743
2014-12-10,2940.006
2014-12-09,2856.269
2014-12-08,3020.258
2014-12-05,2937.647
2014-12-04,2899.456
2014-12-03,2779.525
2014-12-02,2763.545
2014-12-01,2680.155
2014-11-28,2682.835
2014-11-27,2630.486
2014-11-26,2604.345
2014-11-25,2567.597
2014-11-24,2532.879
2014-11-21,2486.791
2014-11-20,2452.66
2014-11-19,2450.986
2014-11-18,2456.366
2014-11-17,2474.009
2014-11-14,2478.824
2014-11-13,2485.606
2014-11-12,2494.476
2014-11-11,2469.673
2014-11-10,2473.673
2014-11-07,2418.171
2014-11-06,2425.864
2014-11-05,2419.254
2014-11-04,2430.677
2014-11-03,2430.032
2014-10-31,2420.178
2014-10-30,2391.076
2014-10-29,2373.03
2014-10-28,2337.871
2014-10-27,2290.437
2014-10-24,2302.28
2014-10-23,2302.418
2014-10-22,2326.553
2014-10-21,2339.657
2014-10-20,2356.728
2014-10-17,2341.184
2014-10-16,2356.499
2014-10-15,2373.67
2014-10-14,2359.475
2014-10-13,2366.009
2014-10-10,2374.54
2014-10-09,2389.371
2014-10-08,2382.794
2014-09-30,2363.87
2014-09-29,2357.711
2014-09-26,2347.718
2014-09-25,2345.103
2014-09-24,2343.575
2014-09-23,2309.718
2014-09-22,2289.866
2014-09-19,2329.451
2014-09-18,2315.928
2014-09-17,2307.893
2014-09-16,2296.555
2014-09-15,2339.14
2014-09-12,2331.95
2014-09-11,2311.679
2014-09-10,2318.305
2014-09-09,2326.527
2014-09-05,2326.432
2014-09-04,2306.862
2014-09-03,2288.627
2014-09-02,2266.046
2014-09-01,2235.511
2014-08-29,2217.2
2014-08-28,2195.818
2014-08-27,2209.465
2014-08-26,2207.106
2014-08-25,2229.274
2014-08-22,2240.812
2014-08-21,2230.458
2014-08-20,2240.211
2014-08-19,2245.33
2014-08-18,2239.466
2014-08-15,2226.734
2014-08-14,2206.466
2014-08-13,2222.877
2014-08-12,2221.595
2014-08-11,2224.654
2014-08-08,2194.425
2014-08-07,2187.669
2014-08-06,2217.465
2014-08-05,2219.945
2014-08-04,2223.331
2014-08-01,2185.303
2014-07-31,2201.562
2014-07-30,2181.243
2014-07-29,2183.192
2014-07-28,2177.948
2014-07-25,2126.614
2014-07-24,2105.062
2014-07-23,2078.489
2014-07-22,2075.481
2014-07-21,2054.479
2014-07-18,2059.067
2014-07-17,2055.591
2014-07-16,2067.276
2014-07-15,2070.357
2014-07-14,2066.646
2014-07-11,2046.961
2014-07-10,2038.342
2014-07-09,2038.612
2014-07-08,2064.021
2014-07-07,2059.927
2014-07-04,2059.375
2014-07-03,2063.229
2014-07-02,2059.418
2014-07-01,2050.381
2014-06-30,2048.327
2014-06-27,2036.51
2014-06-26,2038.677
2014-06-25,2025.502
2014-06-24,2033.931
2014-06-23,2024.365
2014-06-20,2026.674
2014-06-19,2023.735
2014-06-18,2055.519
2014-06-17,2066.698
2014-06-16,2085.983
2014-06-13,2070.715
2014-06-12,2051.713
2014-06-11,2054.948
2014-06-10,2052.532
2014-06-09,2030.502
2014-06-06,2029.956
2014-06-05,2040.878
2014-06-04,2024.834
2014-06-03,2038.305
2014-05-30,2039.212
2014-05-29,2040.595
2014-05-28,2050.228
2014-05-27,2034.565
2014-05-26,2041.476
2014-05-23,2034.569
2014-05-22,2021.285
2014-05-21,2024.951
2014-05-20,2008.119
2014-05-19,2005.183
2014-05-16,2026.504
2014-05-15,2024.974
2014-05-14,2047.91
2014-05-13,2050.728
2014-05-12,2052.871
2014-05-09,2010.525
2014-05-08,2015.274
2014-05-07,2010.083
2014-05-06,2028.038
2014-05-05,2027.353
2014-04-30,2026.358
2014-04-29,2020.341
2014-04-28,2003.487
2014-04-25,2036.519
2014-04-24,2057.033
2014-04-23,2067.382
2014-04-22,2072.831
2014-04-21,2065.826
2014-04-18,2097.748
2014-04-17,2098.885
2014-04-16,2105.122
2014-04-15,2101.601
2014-04-14,2131.539
2014-04-11,2130.542
2014-04-10,2134.3
2014-04-09,2105.237
2014-04-08,2098.284
2014-04-04,2058.831
2014-04-03,2043.702
2014-04-02,2058.988
2014-04-01,2047.46
2014-03-31,2033.306
2014-03-28,2041.712
2014-03-27,2046.588
2014-03-26,2063.67
2014-03-25,2067.311
2014-03-24,2066.279
2014-03-21,2047.619
2014-03-20,1993.479
2014-03-19,2021.734
2014-03-18,2025.196
2014-03-17,2023.673
2014-03-14,2004.339
2014-03-13,2019.111
2014-03-12,1997.692
2014-03-11,2001.157
2014-03-10,1999.065
2014-03-07,2057.908
2014-03-06,2059.578
2014-03-05,2053.084
2014-03-04,2071.473
2014-03-03,2075.235
2014-02-28,2056.302
2014-02-27,2047.354
2014-02-26,2041.254
2014-02-25,2034.219
2014-02-24,2076.686
2014-02-21,2113.693
2014-02-20,2138.782
2014-02-19,2142.554
2014-02-18,2119.066
2014-02-17,2135.415
2014-02-14,2115.848
2014-02-13,2098.401
2014-02-12,2109.955
2014-02-11,2103.671
2014-02-10,2086.067
2014-02-07,2044.497
2014-01-30,2033.083
2014-01-29,2049.914
2014-01-28,2038.513
2014-01-27,2033.3
2014-01-24,2054.392
2014-01-23,2042.18
2014-01-22,2051.749
2014-01-21,2008.313
2014-01-20,1991.253
2014-01-17,2004.949
2014-01-16,2023.701
2014-01-15,2023.348
2014-01-14,2026.842
2014-01-13,2009.564
2014-01-10,2013.298
2014-01-09,2027.622
2014-01-08,2044.34
2014-01-07,2047.317
2014-01-06,2045.709
2014-01-03,2083.136
2014-01-02,2109.387
2013-12-31,2115.978
2013-12-30,2097.529
2013-12-27,2101.251
2013-12-26,2073.099
2013-12-25,2106.354
2013-12-24,2092.905
2013-12-23,2089.707
2013-12-20,2084.794
2013-12-19,2127.792
2013-12-18,2148.285
2013-12-17,2151.079
2013-12-16,2160.861
2013-12-13,2196.075
2013-12-12,2202.796
2013-12-11,2204.166
2013-12-10,2237.492
2013-12-09,2238.2
2013-12-06,2237.108
2013-12-05,2247.063
2013-12-04,2251.762
2013-12-03,2222.67
2013-12-02,2207.371
2013-11-29,2220.504
2013-11-28,2219.372
2013-11-27,2201.07
2013-11-26,2183.073
2013-11-25,2186.115
2013-11-22,2196.378
2013-11-21,2205.766
2013-11-20,2206.613
2013-11-19,2193.125
2013-11-18,2197.219
2013-11-15,2135.827
2013-11-14,2100.506
2013-11-13,2087.941
2013-11-12,2126.772
2013-11-11,2109.471
2013-11-08,2106.127
2013-11-07,2129.4
2013-11-06,2139.607
2013-11-05,2157.24
2013-11-04,2149.634
2013-11-01,2149.562
2013-10-31,2141.614
2013-10-30,2160.463
2013-10-29,2128.864
2013-10-28,2133.869
2013-10-25,2132.955
2013-10-24,2164.322
2013-10-23,2183.107
2013-10-22,2210.652
2013-10-21,2229.237
2013-10-18,2193.78
2013-10-17,2188.542
2013-10-16,2193.074
2013-10-15,2233.412
2013-10-14,2237.773
2013-10-11,2228.146
2013-10-10,2190.929
2013-10-09,2211.769
2013-10-08,2198.199
2013-09-30,2174.665
2013-09-27,2160.027
2013-09-26,2155.809
2013-09-25,2198.515
2013-09-24,2207.531
2013-09-23,2221.044
2013-09-18,2191.851
2013-09-17,2185.56
2013-09-16,2231.401
2013-09-13,2236.217
2013-09-12,2255.605
2013-09-11,2241.268
2013-09-10,2237.984
2013-09-09,2212.516
2013-09-06,2139.993
2013-09-05,2122.43
2013-09-04,2127.618
2013-09-03,2123.112
2013-09-02,2098.448
2013-08-30,2098.382
2013-08-29,2097.227
2013-08-28,2101.301
2013-08-27,2103.567
2013-08-26,2096.474
2013-08-23,2057.458
2013-08-22,2067.124
2013-08-21,2072.961
2013-08-20,2072.595
2013-08-19,2085.602
2013-08-16,2068.452
2013-08-15,2081.88
2013-08-14,2100.137
2013-08-13,2106.156
2013-08-12,2101.283
2013-08-09,2052.235
2013-08-08,2044.895
2013-08-07,2046.778
2013-08-06,2060.5
2013-08-05,2050.481
2013-08-02,2029.418
2013-08-01,2029.067
2013-07-31,1993.799
2013-07-30,1990.064
2013-07-29,1976.306
2013-07-26,2010.85
2013-07-25,2021.174
2013-07-24,2033.329
2013-07-23,2043.876
2013-07-22,2004.762
2013-07-19,1992.648
2013-07-18,2023.396
2013-07-17,2044.922
2013-07-16,2065.72
2013-07-15,2059.39
2013-07-12,2039.486
2013-07-11,2072.991
2013-07-10,2008.126
2013-07-09,1965.454
2013-07-08,1958.273
2013-07-05,2007.199
2013-07-04,2006.098
2013-07-03,1994.268
2013-07-02,2006.56
2013-07-01,1995.242
2013-06-28,1979.206
2013-06-27,1950.013
2013-06-26,1951.495
2013-06-25,1959.508
2013-06-24,1963.235
2013-06-21,2073.095
2013-06-20,2084.021
2013-06-19,2143.454
2013-06-18,2159.291
2013-06-17,2156.215
2013-06-14,2162.041
2013-06-13,2148.355
2013-06-07,2210.898
2013-06-06,2242.11
2013-06-05,2270.931
2013-06-04,2272.416
2013-06-03,2299.252
2013-05-31,2300.595
2013-05-30,2317.749
2013-05-29,2324.017
2013-05-28,2321.318
2013-05-27,2293.077
2013-05-24,2288.533
2013-05-23,2275.667
2013-05-22,2302.403
2013-05-21,2305.114
2013-05-20,2299.986
2013-05-17,2282.87
2013-05-16,2251.806
2013-05-15,2224.797
2013-05-14,2217.01
2013-05-13,2241.92
2013-05-10,2246.831
2013-05-09,2232.971
2013-05-08,2246.3
2013-05-07,2235.575
2013-05-06,2231.166
2013-05-03,2205.497
2013-05-02,2174.123
2013-04-26,2177.912
2013-04-25,2199.307
2013-04-24,2218.318
2013-04-23,2184.538
2013-04-22,2242.169
2013-04-19,2244.643
2013-04-18,2197.602
2013-04-17,2193.796
2013-04-16,2194.846
2013-04-15,2181.942
2013-04-12,2206.78
2013-04-11,2219.553
2013-04-10,2226.126
2013-04-09,2225.775
2013-04-08,2211.592
2013-04-03,2225.295
2013-04-02,2227.74
2013-04-01,2234.395
2013-03-29,2236.621
2013-03-28,2236.302
2013-03-27,2301.259
2013-03-26,2297.669
2013-03-25,2326.715
2013-03-22,2328.278
2013-03-21,2324.242
2013-03-20,2317.374
2013-03-19,2257.434
2013-03-18,2240.016
2013-03-15,2278.401
2013-03-14,2270.277
2013-03-13,2263.968
2013-03-12,2286.605
2013-03-11,2310.593
2013-03-08,2318.611
2013-03-07,2324.293
2013-03-06,2347.179
2013-03-05,2326.306
2013-03-04,2273.404
2013-03-01,2359.506
2013-02-28,2365.593
2013-02-27,2313.22
2013-02-26,2293.341
2013-02-25,2325.819
2013-02-22,2314.164
2013-02-21,2325.951
2013-02-20,2397.178
2013-02-19,2382.914
2013-02-18,2421.558
2013-02-08,2432.402
2013-02-07,2418.53
2013-02-06,2434.477